,link,text,user,likes,quotes,retweets,comments,date
199,https://twitter.com/elonmusk/status/1822240335197512098#m,Obviously true,Elon Musk,84129,295,17533,3726,"Aug 10, 2024 · 11:55 AM UTC"
200,https://twitter.com/elonmusk/status/1822240041785024782#m,Sure seems like unequal justice in the UK,Elon Musk,220639,1155,53730,7601,"Aug 10, 2024 · 11:54 AM UTC"
201,https://twitter.com/elonmusk/status/1822239573050528093#m,Wow,Elon Musk,57608,279,9926,3196,"Aug 10, 2024 · 11:52 AM UTC"
202,https://twitter.com/elonmusk/status/1822238167216345245#m,"Freedom of speech is the bedrock of democracy. If the truth is suppressed, it is impossible to make an informed voting decision.  The degree to which freedom of speech is being undermined around the world is extremely alarming.",Elon Musk,565909,7489,122509,45387,"Aug 10, 2024 · 11:46 AM UTC"
203,https://twitter.com/elonmusk/status/1822236785050529832#m,Observing protests is apparently illegal,Elon Musk,153624,862,33628,6864,"Aug 10, 2024 · 11:41 AM UTC"
204,https://twitter.com/WallStreetSilv/status/1821989762250453487#m,The UK police now …,Wall Street Silver,135011,895,28479,2705,"Aug 9, 2024 · 7:19 PM UTC"
205,https://twitter.com/dogeofficialceo/status/1821950759522447867#m,"“You’re sheltering shitposters under your floorboards, are you not?”",Sir Doge of the Coin ⚔️,64938,323,9540,927,"Aug 9, 2024 · 4:44 PM UTC"
206,https://twitter.com/elonmusk/status/1822151836171640992#m,Live free or die,Elon Musk,260494,2170,61177,12902,"Aug 10, 2024 · 6:03 AM UTC"
207,https://twitter.com/elonmusk/status/1822149783735107805#m,🎯,Elon Musk,234526,875,43347,6359,"Aug 10, 2024 · 5:55 AM UTC"
208,https://twitter.com/elonmusk/status/1822137346705281237#m,Hmm,Elon Musk,53499,329,15414,3813,"Aug 10, 2024 · 5:06 AM UTC"
209,https://twitter.com/elonmusk/status/1821988650563080214#m,Problematic,Elon Musk,179759,1337,32392,11314,"Aug 9, 2024 · 7:15 PM UTC"
210,https://twitter.com/elonmusk/status/1821986710420648188#m,Order Starlink online in 2 mins,Elon Musk,34221,200,4475,4260,"Aug 9, 2024 · 7:07 PM UTC"
211,https://twitter.com/elonmusk/status/1821986025188814940#m,"https://www.bbc.co.uk/worldservice/africa/features/storyofafrica/9chapter1.shtml#:~:text=The%20term%20slave%20has%20its,of%20forced%20and%20unpaid%20labour.",Elon Musk,8560,62,1206,718,"Aug 9, 2024 · 7:04 PM UTC"
212,https://twitter.com/elonmusk/status/1821985220255691051#m,"The origin of the word “slave” is slav, which referred to white people taken as slaves",Elon Musk,138171,2876,31420,13642,"Aug 9, 2024 · 7:01 PM UTC"
213,https://twitter.com/elonmusk/status/1821963588644254173#m,Interesting thread,Elon Musk,72102,309,16628,3919,"Aug 9, 2024 · 5:35 PM UTC"
214,https://twitter.com/elonmusk/status/1821961409413947616#m,Support freedom of speech in the UK!,Elon Musk,697040,5834,105378,32487,"Aug 9, 2024 · 5:27 PM UTC"
215,https://twitter.com/elonmusk/status/1821961126038368753#m,While Google and Meta struck secret ads deal to target teenagers https://www.ft.com/content/b3bb80f4-4e01-4ce6-8358-f4f8638790f8,Elon Musk,9704,60,1912,540,"Aug 9, 2024 · 5:25 PM UTC"
216,https://twitter.com/elonmusk/status/1821960960355270798#m,,Elon Musk,32383,192,6647,2127,"Aug 9, 2024 · 5:25 PM UTC"
217,https://twitter.com/elonmusk/status/1821952295866663423#m,Exactly,Elon Musk,271264,1882,42964,20898,"Aug 9, 2024 · 4:50 PM UTC"
218,https://twitter.com/elonmusk/status/1821951858199408978#m,Amazing,Elon Musk,163032,1582,26720,15250,"Aug 9, 2024 · 4:49 PM UTC"
219,https://twitter.com/elonmusk/status/1821923397217218882#m,Yeah,Elon Musk,59938,288,7668,4427,"Aug 9, 2024 · 2:56 PM UTC"
220,https://twitter.com/elonmusk/status/1821923328510054495#m,Population is collapsing rapidly,Elon Musk,96797,3288,17488,23944,"Aug 9, 2024 · 2:55 PM UTC"
221,https://twitter.com/elonmusk/status/1821917780381208712#m,"The rise in prices (inflation) is caused by government overspending, which increases the amount of money faster than the increase in goods & services output.  That is the vast majority of the problem.   Inflation was particularly bad during the Covid years, as there was massive government spending, despite productivity plunging, as people were forced to stay home.  This is further exacerbated by excess regulation, which prevents the market from solving an unmet need (eg housing in high-demand areas).  Occasionally, there is monopolistic behavior by companies, but this is relatively rare and usually only possible if those companies have gained control of their industry regulator. Again, a government, not private sector, problem.",Elon Musk,200252,2808,43153,16965,"Aug 9, 2024 · 2:33 PM UTC"
222,https://twitter.com/elonmusk/status/1821796830608253387#m,,Elon Musk,191639,1890,26593,11343,"Aug 9, 2024 · 6:33 AM UTC"
223,https://twitter.com/elonmusk/status/1821794462562943021#m,“Voting machines are so safe you can’t believe it!”,Elon Musk,95374,575,16898,4947,"Aug 9, 2024 · 6:23 AM UTC"
224,https://twitter.com/elonmusk/status/1821792597985136857#m,💯,Elon Musk,180828,1107,39488,7080,"Aug 9, 2024 · 6:16 AM UTC"
225,https://twitter.com/elonmusk/status/1821791330248360043#m,For a more detailed explanation of the major changes from Raptor 2 to 3,Elon Musk,20380,46,2647,1455,"Aug 9, 2024 · 6:11 AM UTC"
226,https://twitter.com/elonmusk/status/1821789294513541476#m,Yes,Elon Musk,96434,512,19588,5483,"Aug 9, 2024 · 6:03 AM UTC"
227,https://twitter.com/elonmusk/status/1821736111829369185#m,Biden/Kamala vs Trump/Vance,Elon Musk,133755,400,12642,4404,"Aug 9, 2024 · 2:31 AM UTC"
228,https://twitter.com/elonmusk/status/1821702722074108375#m,Just livin’ the meme,Elon Musk,371329,1569,19586,8694,"Aug 9, 2024 · 12:19 AM UTC"
229,https://twitter.com/elonmusk/status/1821701528933056614#m,"The parts that appear white are actually black, but covered in ice",Elon Musk,18783,57,1030,1361,"Aug 9, 2024 · 12:14 AM UTC"
230,https://twitter.com/elonmusk/status/1821701127232221244#m,,Elon Musk,486589,2118,27134,12870,"Aug 9, 2024 · 12:12 AM UTC"
231,https://twitter.com/elonmusk/status/1821700452930515321#m,,Elon Musk,25065,218,1931,914,"Aug 9, 2024 · 12:10 AM UTC"
232,https://twitter.com/elonmusk/status/1821690413167649140#m,lol,Elon Musk,10087,77,901,704,"Aug 8, 2024 · 11:30 PM UTC"
233,https://twitter.com/elonmusk/status/1821689943904702664#m,Raptor 3 first firing today,Elon Musk,214660,801,13365,5969,"Aug 8, 2024 · 11:28 PM UTC"
234,https://twitter.com/elonmusk/status/1821581350975189151#m,Usage of this platform reached another all-time high,Elon Musk,125327,788,17488,9506,"Aug 8, 2024 · 4:16 PM UTC"
235,https://twitter.com/elonmusk/status/1821484484421710302#m,This is actually happening,Elon Musk,315589,5150,82645,31739,"Aug 8, 2024 · 9:51 AM UTC"
236,https://twitter.com/elonmusk/status/1821480072441635194#m,Chef’s kiss 🤌 @CommunityNotes,Elon Musk,253487,931,31731,5653,"Aug 8, 2024 · 9:34 AM UTC"
237,https://twitter.com/esa/status/1821475744205168770#m,"Sometimes, Mars just seems to smile back at you 🙂",European Space Agency,10805,95,1382,755,"Aug 8, 2024 · 9:17 AM UTC"
238,https://twitter.com/elon_docs/status/1821470710994268288#m,"Elon Musk: At a certain point, the AI will be smarter than all humans combined. I think the most important thing at that point is that it adheres to truth, whether that truth is politically correct or not.",ELON DOCS,16265,278,2549,1540,"Aug 8, 2024 · 8:57 AM UTC"
239,https://twitter.com/andst7/status/1821464155741679970#m,“Freedom is much like the air: one notices how important it is just when it begins to be lacking”,Andrea Stroppa 🐺 Claudius Nero's Legion 🐺,15547,105,2969,571,"Aug 8, 2024 · 8:31 AM UTC"
240,https://twitter.com/shellenberger/status/1821323230235500637#m,"Tim Walz says he cares about public safety and freedom, but he doesn't. In 2020, he waited 3 days to deploy the National Guard to stop rioting. In 2022, he demanded censorship. Similar story for Newsom, Starmer, and Trudeau. They unleash anarchy and then demand tyranny.",Michael Shellenberger,29803,318,9180,999,"Aug 7, 2024 · 11:11 PM UTC"
241,https://twitter.com/MarioNawfal/status/1821434571042267472#m,"🇺🇸 SPACEX SETS DATE FOR HISTORIC POLARIS DAWN MISSION  They are aiming for August 26 to begin the launch of Polaris Dawn, a crewed flight that will feature the first-ever private spacewalk.  The 4 crewmembers are billionaire entrepreneur Jared Isaacman, who will command the mission; pilot Scott ""Kidd"" Poteet, a retired U.S. Air Force lieutenant colonel; and mission specialists Sarah Gillis and Anna Menon, both of whom are SpaceX engineers.  Polaris Dawn will orbit Earth at an altitude of about 435 miles (700 kilometers), taking the crew farther from Earth than any mission since the Apollo era.   Source: Space",Mario Nawfal,11385,120,1784,601,"Aug 8, 2024 · 6:33 AM UTC"
242,https://twitter.com/cb_doge/status/1821174102629216609#m,"Same ad on two platforms, 𝕏 and Instagram.  𝕏 - ad got community noted for using fake gameplay video.... truth > money  Instagram - no fact checking.... money > everything else",DogeDesigner,12364,83,1707,649,"Aug 7, 2024 · 1:18 PM UTC"
243,https://twitter.com/0rf/status/1821277903818256780#m,"EXCLUSIVE: In a newly discovered Zoom recording, the Biden/Harris team reveals how they manipulated voters to think Biden's mental decline was ""disinformation"". 🧵/1",Matt Orfalea,25734,1495,9797,875,"Aug 7, 2024 · 8:11 PM UTC"
244,https://twitter.com/cb_doge/status/1821426111664042327#m,𝕏 is ranked #1 in both categories 🇺🇸  Share this with everyone because mainstream media will never show it. Encourage your family & friends to create an account on this platform.,DogeDesigner,10246,133,2129,667,"Aug 8, 2024 · 6:00 AM UTC"
245,https://twitter.com/elonmusk/status/1821459846681788487#m,Is this accurate? @CommunityNotes,Elon Musk,171672,1099,32293,6378,"Aug 8, 2024 · 8:14 AM UTC"
246,https://twitter.com/elonmusk/status/1821459215007035568#m,The Woke Stasi,Elon Musk,293999,2892,74843,16220,"Aug 8, 2024 · 8:11 AM UTC"
247,https://twitter.com/elonmusk/status/1821415290112209097#m,,Elon Musk,401987,3141,41012,19297,"Aug 8, 2024 · 5:17 AM UTC"
248,https://twitter.com/MarioNawfal/status/1821405728277442877#m,"🚨🇺🇸STARLINK REVOLUTIONIZES RURAL INTERNET ACCESS  During a fireside chat, SpaceX President & COO Gwynne Shotwell confirmed that Starlink can deliver high-speed broadband to rural and semi-rural U.S. areas at a fraction of the cost of fiber optic cable.  “What's brilliant about this constellation concept is that it is very complementary with fiber. Like, currently the beam projection on the ground is about 22 kilometers.   We'll keep shrinking that. And you could put a couple hundred users on a beam currently.”   This innovation could transform internet access for millions of Americans.  Source: @Gwynne_Shotwell, @ajtourville",Mario Nawfal,8682,55,1435,506,"Aug 8, 2024 · 4:39 AM UTC"
249,https://twitter.com/elonmusk/status/1821412809265357232#m,Your time is worth it,Elon Musk,53004,473,5286,5346,"Aug 8, 2024 · 5:07 AM UTC"
250,https://twitter.com/elonmusk/status/1821408930062348662#m,#1 in both categories!,Elon Musk,199796,748,29774,6832,"Aug 8, 2024 · 4:51 AM UTC"
251,https://twitter.com/elonmusk/status/1821408782712291808#m,Population collapse is accelerating,Elon Musk,138292,3456,33797,26522,"Aug 8, 2024 · 4:51 AM UTC"
252,https://twitter.com/elonmusk/status/1821221316168388915#m,Time to air the dirty laundry!,Elon Musk,138216,637,26698,7036,"Aug 7, 2024 · 4:26 PM UTC"
253,https://twitter.com/elonmusk/status/1821189646136889494#m,True,Elon Musk,109780,547,18759,6172,"Aug 7, 2024 · 2:20 PM UTC"
254,https://twitter.com/lindayaX/status/1820838625245880634#m,A Message to X Users,Linda Yaccarino,78489,19630,14788,44968,"Aug 6, 2024 · 3:05 PM UTC"
255,https://twitter.com/elonmusk/status/1821106660732989827#m,"Kamala is quite literally a communist.   She wants not merely equal opportunity, but equal outcomes.",Elon Musk,629611,13331,150556,67525,"Aug 7, 2024 · 8:50 AM UTC"
256,https://twitter.com/elonmusk/status/1821105690603114795#m,Indeed,Elon Musk,134221,1299,11418,11156,"Aug 7, 2024 · 8:46 AM UTC"
257,https://twitter.com/elonmusk/status/1821102888673853901#m,Busy week,Elon Musk,279411,3926,20406,18045,"Aug 7, 2024 · 8:35 AM UTC"
258,https://twitter.com/elonmusk/status/1820852107932545242#m,Everyone who has been boycotted should file a lawsuit in every country they’ve been boycotted,Elon Musk,231653,4930,49788,11634,"Aug 6, 2024 · 3:59 PM UTC"
259,https://twitter.com/elonmusk/status/1820851090138505570#m,I strongly encourage any company who has been systematically boycotted by advertisers to file a lawsuit.   There may also be criminal liability via the RICO Act.,Elon Musk,339767,2763,52094,14981,"Aug 6, 2024 · 3:55 PM UTC"
260,https://twitter.com/elonmusk/status/1820850115789160707#m,Well said by @LindayaX!,Elon Musk,143477,1509,27031,8194,"Aug 6, 2024 · 3:51 PM UTC"
261,https://twitter.com/elonmusk/status/1820849880283107725#m,"We tried peace for 2 years, now it is war",Elon Musk,249237,3646,41051,15214,"Aug 6, 2024 · 3:50 PM UTC"
262,https://twitter.com/elonmusk/status/1820849358402670800#m,"We tried being nice for 2 years and got nothing but empty words.   Now, it is war.",Elon Musk,338404,2538,59147,11070,"Aug 6, 2024 · 3:48 PM UTC"
263,https://twitter.com/elonmusk/status/1820830577563484218#m,🇬🇧 Top source of news in the UK 🇬🇧,Elon Musk,323105,1673,50823,12993,"Aug 6, 2024 · 2:33 PM UTC"
264,https://twitter.com/elonmusk/status/1820826990678581269#m,The irony is that Facebook doesn’t even exist in 2030,Elon Musk,63099,379,4343,3015,"Aug 6, 2024 · 2:19 PM UTC"
265,https://twitter.com/elonmusk/status/1820805621534400786#m,#TwoTierKeir,Elon Musk,93231,1514,16224,4564,"Aug 6, 2024 · 12:54 PM UTC"
266,https://twitter.com/elonmusk/status/1820805335700873619#m,What the hell is going on?,Elon Musk,803518,7774,179145,47605,"Aug 6, 2024 · 12:53 PM UTC"
267,https://twitter.com/elonmusk/status/1820804792240734655#m,Is this still happening? @Keir_Starmer,Elon Musk,272345,3040,63558,17823,"Aug 6, 2024 · 12:51 PM UTC"
268,https://twitter.com/cb_doge/status/1820802957698592939#m,UK Soon:,DogeDesigner,49213,295,7359,1382,"Aug 6, 2024 · 12:43 PM UTC"
269,https://twitter.com/elonmusk/status/1820799502577545523#m,A dish best served cold 🤌,Elon Musk,167636,696,26653,5711,"Aug 6, 2024 · 12:30 PM UTC"
270,https://twitter.com/elonmusk/status/1820799076310352124#m,In 2030 for making a Facebook comment that the UK government didn’t like,Elon Musk,730459,4660,97787,20837,"Aug 6, 2024 · 12:28 PM UTC"
271,https://twitter.com/micsolana/status/1820602885643612644#m,please find it,Mike Solana,8923,41,1615,273,"Aug 5, 2024 · 11:28 PM UTC"
272,https://twitter.com/elonmusk/status/1820796779782090960#m,Is this accurate @CommunityNotes?,Elon Musk,279006,2168,51620,15182,"Aug 6, 2024 · 12:19 PM UTC"
273,https://twitter.com/elonmusk/status/1820790775849881902#m,Video tips,Elon Musk,24365,98,3971,2265,"Aug 6, 2024 · 11:55 AM UTC"
274,https://twitter.com/elonmusk/status/1820790297233592361#m,Why aren’t all communities protected in Britain? @Keir_Starmer,Elon Musk,217903,3473,45763,19308,"Aug 6, 2024 · 11:53 AM UTC"
275,https://twitter.com/johnkrausphotos/status/1820785242300432480#m,,John Kraus,9579,46,1065,414,"Aug 6, 2024 · 11:33 AM UTC"
276,https://twitter.com/elonmusk/status/1820788830171017712#m,"The same legacy media dingbats who lied repeatedly, claiming “X/Twitter is dying”, are now saying it’s the “largest & most influential platform” 🤣🤣🤣  The real crime here is that my sides hurt from laughing at the irony!  Listen Ed, if you want to refute something, it is easy to do on this platform, unlike the tripe you publish in your legacy paper.",Elon Musk,295765,2177,49341,19023,"Aug 6, 2024 · 11:47 AM UTC"
277,https://twitter.com/elonmusk/status/1820784815815160260#m,Arrested for making comments on Facebook!  Is this Britain or the Soviet Union?  Is this accurate @CommunityNotes?,Elon Musk,307716,4471,76035,25446,"Aug 6, 2024 · 11:31 AM UTC"
278,https://twitter.com/elonmusk/status/1820783473021391073#m,"This platform provides a clear and immediate way to refute anything false in the replies and with @CommunityNotes.   The same is not true for legacy media who lie relentlessly, but there is no way to counter their propaganda.",Elon Musk,158747,1142,29544,8531,"Aug 6, 2024 · 11:26 AM UTC"
279,https://twitter.com/elonmusk/status/1820779660625482071#m,Big difference,Elon Musk,45717,435,7636,7934,"Aug 6, 2024 · 11:11 AM UTC"
280,https://twitter.com/cb_doge/status/1820698819958644925#m,"Citizen Journalism can make this world a better place.  I strongly encourage people around the world to post news about events as they’re happening, in both text & video on 𝕏",DogeDesigner,13768,93,2093,836,"Aug 6, 2024 · 5:50 AM UTC"
281,https://twitter.com/elonmusk/status/1820685675899072930#m,,Elon Musk,2222688,8986,150324,26094,"Aug 6, 2024 · 4:57 AM UTC"
282,https://twitter.com/elonmusk/status/1820646651708735553#m,Cybertruck review,Elon Musk,77734,349,9679,5398,"Aug 6, 2024 · 2:22 AM UTC"
283,https://twitter.com/SpaceX/status/1820562095613898976#m,Tracking footage of Falcon 9’s first stage booster landing and sonic boom,SpaceX,38868,549,5278,2545,"Aug 5, 2024 · 8:46 PM UTC"
284,https://twitter.com/KettlebellDan/status/1820463934077583824#m,what can we do to make 𝕏 subscriptions better?,Dan,6873,148,758,3691,"Aug 5, 2024 · 2:16 PM UTC"
285,https://twitter.com/elonmusk/status/1820221050904359331#m,😬,Elon Musk,1400893,11718,200823,46273,"Aug 4, 2024 · 10:11 PM UTC"
286,https://twitter.com/cb_doge/status/1820074708530061601#m,SpaceX’s mission is to extend consciousness to Mars and then the stars.,DogeDesigner,15349,118,2324,1542,"Aug 4, 2024 · 12:30 PM UTC"
287,https://twitter.com/SpaceX/status/1819999988044423517#m,"Falcon 9 lands on the Of Course I Still Love You droneship, completing this booster’s sixth mission",SpaceX,20067,150,2626,1553,"Aug 4, 2024 · 7:33 AM UTC"
288,https://twitter.com/SpaceX/status/1820019446322495586#m,Falcon 9 delivers 23 @Starlink satellites to orbit from California,SpaceX,18063,102,2233,1139,"Aug 4, 2024 · 8:50 AM UTC"
289,https://twitter.com/elonmusk/status/1819939651718693221#m,"Home, sweet home",Elon Musk,639886,3715,49970,36634,"Aug 4, 2024 · 3:33 AM UTC"
290,https://twitter.com/johnkrausphotos/status/1819844807306412357#m,,John Kraus,28026,143,2801,1044,"Aug 3, 2024 · 9:16 PM UTC"
291,https://twitter.com/SpaceX/status/1819795288116330594#m,"Performance stats of previous versions:  Raptor 1 (sea level variant) Thrust: 185tf Specific impulse: 350s Engine mass: 2080kg Engine + vehicle-side commodities and hardware mass: 3630kg  Raptor 2 (sea level variant) Thrust: 230tf Specific impulse: 347s Engine mass: 1630kg Engine + vehicle-side commodities and hardware mass: 2875kg  Raptor 3 is designed for rapid reuse, eliminating the need for engine heatshields while continuing to increase performance and manufacturability",SpaceX,18702,177,2504,1150,"Aug 3, 2024 · 5:59 PM UTC"
292,https://twitter.com/elonmusk/status/1819805363576746229#m,Model 3 Performance version is 🔥🔥,Elon Musk,97861,407,9305,5955,"Aug 3, 2024 · 6:39 PM UTC"
293,https://twitter.com/elonmusk/status/1819797937414611313#m,Just did a walkthrough of the Tesla supercompute cluster at Giga Texas (aka Cortex).  This will be ~100k H100/H200 with massive storage for video training of FSD & Optimus.   Great work by the Tesla team!,Elon Musk,159248,786,14196,7753,"Aug 3, 2024 · 6:10 PM UTC"
294,https://twitter.com/elonmusk/status/1819780445942190435#m,Worth it,Elon Musk,52968,174,5686,4570,"Aug 3, 2024 · 5:00 PM UTC"
295,https://twitter.com/elonmusk/status/1819613543081103747#m,Starlink now available in 102 countries!,Elon Musk,150414,1259,15624,12336,"Aug 3, 2024 · 5:57 AM UTC"
296,https://twitter.com/elonmusk/status/1819607747203105044#m,Interesting,Elon Musk,92235,288,11066,4545,"Aug 3, 2024 · 5:34 AM UTC"
297,https://twitter.com/elonmusk/status/1819597689283121225#m,"The amount of work required to simplify the Raptor engine, internalize secondary flow paths and add regenerative cooling for exposed components was staggering.   As a result Raptor 3 doesn’t require any heat shield, eliminating heat shield mass & complexity, as well as the fire suppression system.  It is also lighter, has more thrust and has higher efficiency than Raptor 2.   Truly, a work of art.",Elon Musk,36305,259,3206,2534,"Aug 3, 2024 · 4:54 AM UTC"
298,https://twitter.com/elonmusk/status/1819551225504768286#m,"Raptor 3, SN1",Elon Musk,339690,2716,22299,14411,"Aug 3, 2024 · 1:49 AM UTC"
299,https://twitter.com/cb_doge/status/1819543120335519842#m,The revenue you generate depends on the number of verified ad impressions you receive. I recommend encouraging your audience to get verified.,DogeDesigner,7299,120,1268,1210,"Aug 3, 2024 · 1:17 AM UTC"
300,https://twitter.com/Jason/status/1819444307100848585#m,"I’m a benefit of the doubt and always assume good faith guy.  However, we are being asked:   A. To NOT believe what we see with our eyes  B. To NOT  believe the women when they tell us they took the hardest punches they ever felt  C. To NOT believe multiple tests around XY and testosterone  D. To TRUST the historically corrupt Olympic organization   This is a deadly seriously situation as minimum  it’s also profoundly unfair that we are even considering letting males or significantly physically advantaged individuals demolish their female counterparts.   Let just be completely honest and compassionate about what is happening here and drop all the identity politics.",@jason,17685,148,3388,1825,"Aug 2, 2024 · 6:45 PM UTC"
301,https://twitter.com/cb_doge/status/1819458809548755172#m,You can watch the long form videos and podcasts on big screen using screen-cast feature.,DogeDesigner,6579,45,1106,671,"Aug 2, 2024 · 7:42 PM UTC"
302,https://twitter.com/elonmusk/status/1819457630261465553#m,Interview with Lex,Elon Musk,92607,412,10783,5375,"Aug 2, 2024 · 7:37 PM UTC"
303,https://twitter.com/BillMelugin_/status/1819397379420049499#m,BREAKING: The Biden administration has temporarily paused its controversial CHNV mass parole program that allows migrants to fly into the U.S. after an internal report unearthed large amounts of fraud in the program.  Big scoop by colleague @AdamShawNY https://www.foxnews.com/politics/biden-admin-freezes-controversial-migrant-flight-program-after-fraud-revelations,Bill Melugin,30042,1140,11005,2576,"Aug 2, 2024 · 3:38 PM UTC"
304,https://twitter.com/cybertruck/status/1819330286175350869#m,First prototype Cybertruck with in-house dry cathode 4680 cells – making it an all dry electrode vehicle,Cybertruck,16376,222,2043,1063,"Aug 2, 2024 · 11:11 AM UTC"
305,https://twitter.com/elonmusk/status/1819237184022471027#m,https://x.com/i/broadcasts/1mnxeAqoPZAxX,Elon Musk,55915,281,7129,4467,"Aug 2, 2024 · 5:01 AM UTC"
306,https://twitter.com/SpaceX/status/1819228468821086568#m,Propellant load is underway for tonight’s launch of 23 @Starlink satellites from Florida → spacex.com/launches,SpaceX,7863,26,980,491,"Aug 2, 2024 · 4:27 AM UTC"
307,https://twitter.com/elonmusk/status/1819229276517888117#m,,Elon Musk,178843,1958,38750,10086,"Aug 2, 2024 · 4:30 AM UTC"
308,https://twitter.com/elonmusk/status/1819228610957394055#m,Wow,Elon Musk,101553,598,12590,8162,"Aug 2, 2024 · 4:27 AM UTC"
309,https://twitter.com/elonmusk/status/1819226640435564765#m,"Incentives for EVs exist in many states, but seem to be seldom used. Maybe lack of awareness or excessively paperwork and requirements.",Elon Musk,35964,373,6212,5814,"Aug 2, 2024 · 4:20 AM UTC"
310,https://twitter.com/elonmusk/status/1819168277815611870#m,Good,Elon Musk,576844,2232,89800,19473,"Aug 2, 2024 · 12:28 AM UTC"
311,https://twitter.com/elonmusk/status/1819132905257349474#m,🍿,Elon Musk,76344,267,14254,3105,"Aug 1, 2024 · 10:07 PM UTC"
312,https://twitter.com/elonmusk/status/1819107597745901811#m,"One day, Tesla will make a drivetrain per second",Elon Musk,154096,618,11785,6183,"Aug 1, 2024 · 8:27 PM UTC"
313,https://twitter.com/elonmusk/status/1819106676185641430#m,"Wow, this is insane",Elon Musk,250487,2251,77401,10631,"Aug 1, 2024 · 8:23 PM UTC"
314,https://twitter.com/WholeMarsBlog/status/1819067885286990316#m,ooooo X app for iPad now available on macOS,Whole Mars Catalog,9090,42,987,602,"Aug 1, 2024 · 5:49 PM UTC"
315,https://twitter.com/elonmusk/status/1819067673818681724#m,Good,Elon Musk,1875736,6278,173187,32305,"Aug 1, 2024 · 5:48 PM UTC"
316,https://twitter.com/HSajwanization/status/1819056909149676005#m,"Facebook, Meta, LinkedIn                            𝕏",حسن سجواني 🇦🇪 Hassan Sajwani,32686,113,2441,792,"Aug 1, 2024 · 5:05 PM UTC"
317,https://twitter.com/elonmusk/status/1819063229357666523#m,This is very important,Elon Musk,158279,1186,44367,7246,"Aug 1, 2024 · 5:30 PM UTC"
318,https://twitter.com/elonmusk/status/1819060637428801623#m,"Government is underreporting an additional 46,500/month in illegal immigration!",Elon Musk,172415,1962,63914,8312,"Aug 1, 2024 · 5:20 PM UTC"
319,https://twitter.com/elonmusk/status/1819057855179510077#m,Schools forcing DEI on elementary school kids without parental consent,Elon Musk,111863,566,30798,4085,"Aug 1, 2024 · 5:09 PM UTC"
320,https://twitter.com/elonmusk/status/1819047144562565132#m,,Elon Musk,336079,2061,61468,9416,"Aug 1, 2024 · 4:26 PM UTC"
321,https://twitter.com/elonmusk/status/1818999906549350663#m,True or let her deny it,Elon Musk,564846,4509,91282,29236,"Aug 1, 2024 · 1:19 PM UTC"
322,https://twitter.com/OliLondonTV/status/1818767656146636977#m,"Father wins full custody of his 4 year old son after the mother turned the boy Non-Binary.   Harrison Tinsley had been blocked from access to his son after the child’s mother forced the boy to wear dresses, makeup and girls diapers because she wanted to raise him as non-binary.   The mother who identifies as a non-binary lesbian, pushed gender ideology on their son since birth and gave him They/Them pronouns- according to the father.   The mother previously blocked the child’s father from seeing his son from birth until 15 months old, where he saw his son for the first time.   Now after a lengthy custody battle @Harrisontinz has won full custody.   Source: NY Post",Oli London,122810,1210,15331,4076,"Jul 31, 2024 · 9:56 PM UTC"
323,https://twitter.com/elonmusk/status/1818988903413817554#m,Something is deeply wrong with our justice system,Elon Musk,242764,3150,59481,23816,"Aug 1, 2024 · 12:35 PM UTC"
324,https://twitter.com/elonmusk/status/1818986936310075743#m,Absolutely,Elon Musk,1875187,12789,303667,51454,"Aug 1, 2024 · 12:27 PM UTC"
325,https://twitter.com/elonmusk/status/1818979314831880485#m,Good idea,Elon Musk,115294,723,11259,8053,"Aug 1, 2024 · 11:57 AM UTC"
326,https://twitter.com/elonmusk/status/1818978475195183198#m,Accurate,Elon Musk,47836,206,9940,2381,"Aug 1, 2024 · 11:53 AM UTC"
327,https://twitter.com/elonmusk/status/1818974488953868438#m,Extremely disturbing!,Elon Musk,282626,3978,82921,21420,"Aug 1, 2024 · 11:38 AM UTC"
328,https://twitter.com/elonmusk/status/1818845968890019936#m,I’m coming for you Maduro! 🚀💣   I will carry you to Gitmo on a donkey 🫏,Elon Musk,705530,8771,114344,34161,"Aug 1, 2024 · 3:07 AM UTC"
329,https://twitter.com/elonmusk/status/1818829103295873431#m,True,Elon Musk,24806,68,2896,1995,"Aug 1, 2024 · 2:00 AM UTC"
330,https://twitter.com/elonmusk/status/1818826542937461037#m,,Elon Musk,184177,1341,23230,10185,"Aug 1, 2024 · 1:50 AM UTC"
331,https://twitter.com/elonmusk/status/1818818814089253042#m,Same thing is happening in California,Elon Musk,185098,2265,51737,12864,"Aug 1, 2024 · 1:19 AM UTC"
332,https://twitter.com/cybertruck/status/1818742213943427381#m,Paint job by Mother Nature,Cybertruck,21068,112,1740,1132,"Jul 31, 2024 · 8:15 PM UTC"
333,https://twitter.com/elonmusk/status/1818787032900288789#m,…,Elon Musk,270087,3225,72413,20842,"Jul 31, 2024 · 11:13 PM UTC"
334,https://twitter.com/elonmusk/status/1818770219843960863#m,,Elon Musk,489151,1663,27852,9988,"Jul 31, 2024 · 10:06 PM UTC"
335,https://twitter.com/elonmusk/status/1818742982910320676#m,Interesting,Elon Musk,124138,449,19429,4529,"Jul 31, 2024 · 8:18 PM UTC"
